user_id,target_sequence_id,Prior.Problem.Count,Prior.Correct.Count,Prior.Percent.Correct,Class.ID,Class.Section.ID,Class.Grade,Teacher.ID,Guessed.Gender,Birthyear,Location.ID,Role.Type,Location.Type,School.ID,District.ID,State.ID,Prior.Assignments.Assigned,Prior.Assignment.Count,Prior.Completion.Count,Prior.Percent.Completion,Prior.Class.Percent.Completion,Z.Scored.Mastery.Speed,Prior.Homework.Assigned,Prior.Homework.Count,Prior.Homework.Completion.Count,Prior.Homework.Percent.Completion,Prior.Class.Homework.Percent.Completion,Z.Scored.HW.Mastery.Speed,Number.All.Problems.in.Posttest,Number.Complete.Problems.in.Posttest,Number.Correct.Problems.in.Posttest,Assigment.Completed,Condition,actual_experiment,target_assignment_id,target_assignment_complete,pcomplete3,pcomplete2,pcomplete1,actual,complete,condition,p_complete
221437,694202,2944,2254,0.765625,45807,91070,"""9""",94661,"""Male""","""2001""",6443,"""Student""","""School""",6443,11276,31,38,23,22,0.9565217391304348,0.9421221864951768,-0.082562044,5,2,2,1,0.972972972972973,-0.69501275,2,2,2,1,treatment,1,1753246,1,0.85,0.75,0.9281056,1,1,1,0.9907098520690903
221439,694202,3050,2102,0.6891803278688524,45807,91070,"""9""",94661,"""Female""","""2002""",6443,"""Student""","""School""",6443,11276,31,38,27,27,1,0.9421221864951768,-0.28477091,5,4,4,1,0.972972972972973,-0.43325651,2,2,0,1,control,1,1753246,1,0.92,0.88,0.9438803,1,1,0,0.9994027353199754
221527,694202,3220,2129,0.6611801242236025,45807,91070,"""9""",94661,"""Female""","""2002""",6443,"""Student""","""School""",6443,11276,31,38,9,9,1,0.9421221864951768,-0.0098647522,5,NA,NA,NA,0.972972972972973,NA,2,2,1,1,control,1,1753246,1,0.96,0.93,0.94081837,1,1,0,0.9998110245588656
223925,694202,3096,2277,0.7354651162790699,45807,91071,"""9""",94661,"""Uknown""","""2002""",6443,"""Student""","""School""",6443,11276,31,38,13,13,1,0.9042553191489362,-0.18524519,5,1,1,1,0.909090909090909,-0.57735026,2,2,2,1,control,1,1753246,1,0.98,0.96,0.9687883,1,1,0,0.9998939600270649
224948,800112,822,550,0.6690997566909975,47619,95449,"""N/A""",217083,"""Uknown""","""""",1,"""Student""","""School""",1,1,22,3,3,2,0.6666666666666666,0.6666666666666666,0,NA,NA,NA,NA,NA,NA,2,2,0,0,control,0,1954521,0,0.62,0.52,0.79264665,0,0,0,0.4057294765680983
225031,694143,304,197,0.6480263157894737,43895,86203,"""N/A""",109523,"""Uknown""","""1999""",4986,"""Student""","""School""",4986,30259,22,16,16,15,0.9375,0.9710144927536232,-0.33577439,NA,NA,NA,NA,NA,NA,2,2,2,1,treatment,1,1670902,1,0.69,0.76,0.77236295,1,1,1,0.9897196320896752
237929,694202,1752,1434,0.8184931506849314,43001,83954,"""10""",11436,"""Male""","""2001""",4986,"""Student""","""School""",4986,30259,22,12,7,7,1,0.9375,-0.21484531,NA,NA,NA,NA,NA,NA,2,2,2,1,control,1,1707770,1,0.99,0.91,0.9545863,1,1,0,0.9997510497694052
242587,694202,800,666,0.8325,45807,91070,"""9""",94661,"""Male""","""2002""",6443,"""Student""","""School""",6443,11276,31,38,1,1,1,0.9421221864951768,1,5,NA,NA,NA,0.972972972972973,NA,2,2,1,1,control,1,1753246,1,0.865,0.86,0.9340919,1,1,0,0.9988948070392667
243416,694165,4473,2125,0.4750726581712497,43367,85011,"""N/A""",94360,"""Female""","""1999""",6443,"""Student""","""School""",6443,11276,31,23,17,17,1,0.9857819905213268,0.48445818,NA,NA,NA,NA,NA,NA,2,2,1,1,treatment,1,1741291,1,0.97,0.93,0.90845764,1,1,1,0.9998373470885026
244541,694165,2754,1751,0.6358024691358025,43367,85011,"""N/A""",94360,"""Male""","""2000""",6443,"""Student""","""School""",6443,11276,31,23,18,18,1,0.9857819905213268,-0.29942033,NA,NA,NA,NA,NA,NA,2,2,0,1,treatment,1,1741291,1,0.93,0.86,0.9429611,1,1,1,0.9991718059728196
244541,694202,2802,1781,0.6356174161313347,43367,85011,"""N/A""",94360,"""Male""","""2000""",6443,"""Student""","""School""",6443,11276,31,27,21,21,1,0.9747292418772564,-0.3578507,NA,NA,NA,NA,NA,NA,2,1,0,0,control,0,1769093,0,0.98,0.81,0.92016655,0,0,0,0.9984432126091254
245014,694203,2134,1331,0.6237113402061856,43877,NA,"""8""",135204,"""Female""","""2003""",6443,"""Student""","""School""",6443,11276,31,18,10,6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,treatment,0,1702700,0,0.53,0.57,0.31258327,0,0,1,0.8361478799580601
245033,694143,1825,1164,0.6378082191780822,43877,NA,"""8""",135204,"""Female""","""2003""",6443,"""Student""","""School""",6443,11276,31,9,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,control,1,1667831,1,0.88,0.73,0.96785486,1,1,0,0.9867761872806775
245319,694197,1386,914,0.6594516594516594,43412,85014,"""N/A""",94360,"""Uknown""","""2002""",6443,"""Student""","""School""",6443,11276,31,22,22,21,0.9545454545454546,0.909090909090909,-0.09090909400000001,NA,NA,NA,NA,NA,NA,2,2,1,1,control,1,1769065,1,0.95,0.91,0.96680987,1,1,0,0.9996857230730131
245784,694143,2263,1609,0.7110030932390632,43877,NA,"""8""",135204,"""Male""","""2003""",6443,"""Student""","""School""",6443,11276,31,9,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,treatment,1,1667831,1,0.92,0.86,0.9198386,1,1,1,0.9991911816835581
245789,694203,2598,1713,0.6593533487297921,43877,NA,"""8""",135204,"""Female""","""2002""",6443,"""Student""","""School""",6443,11276,31,18,10,9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,control,1,1702700,1,0.84,0.64,0.69897556,1,1,0,0.9628637158759665
245806,694143,2583,1534,0.5938830816879598,43877,NA,"""8""",135204,"""Male""","""2003""",6443,"""Student""","""School""",6443,11276,31,9,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,treatment,0,1667831,0,0.96,0.88,0.9649335,0,0,1,0.9994749282501029
246228,694143,1407,1083,0.7697228144989338,43877,NA,"""8""",135204,"""Female""","""2003""",6443,"""Student""","""School""",6443,11276,31,9,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,treatment,0,1667831,0,0.89,0.85,0.948585,0,0,1,0.9987627933945812
247271,694202,1914,1104,0.5768025078369906,55274,111302,"""N/A""",169825,"""Female""","""2003""",6443,"""Student""","""School""",6443,11276,31,3,2,2,1,0.875,-0.51894599,NA,NA,NA,NA,NA,NA,2,2,1,1,treatment,1,2062961,1,0.95,0.99,0.95582914,1,1,1,0.9999332241326195
247285,694143,2461,1754,0.7127184071515644,43877,NA,"""8""",135204,"""Female""","""2013""",6443,"""Student""","""School""",6443,11276,31,9,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,control,0,1667831,0,0.97,0.83,0.9485392,0,0,0,0.9987764013324
253857,694165,1895,1211,0.6390501319261214,43367,NA,"""N/A""",94360,"""Male""","""2000""",6443,"""Student""","""School""",6443,11276,31,23,16,16,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,control,1,1741291,1,0.89,0.87,0.95268786,1,1,0,0.9991415430022057
272176,694143,1321,986,0.7464042392127176,43877,86164,"""8""",135204,"""Male""","""2003""",6504,"""Student""","""School""",6504,11276,31,9,4,4,1,1,-0.53310025,NA,NA,NA,NA,NA,NA,2,2,2,1,treatment,1,1667831,1,0.88,0.75,0.9608411,1,1,1,0.9911028208461706
272214,694143,352,282,0.8011363636363635,43877,NA,"""8""",135204,"""Female""","""2003""",6443,"""Student""","""School""",6443,11276,31,9,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,treatment,1,1667831,1,0.9,0.94,0.95046484,1,1,1,0.9997841323029778
272341,694143,1696,1174,0.6922169811320755,43877,NA,"""8""",135204,"""Female""","""2003""",6443,"""Student""","""School""",6443,11276,31,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,control,0,1667831,0,0.77,0.69,0.68695533,0,0,0,0.9801358810378428
272350,694143,1607,969,0.6029869321717486,43877,NA,"""8""",135204,"""Male""","""2003""",6443,"""Student""","""School""",6443,11276,31,9,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,treatment,1,1667831,1,0.86,0.83,0.9586468,1,1,1,0.9978440092850052
272355,694143,1678,1231,0.733611442193087,43877,NA,"""8""",135204,"""Female""","""2003""",6443,"""Student""","""School""",6443,11276,31,9,8,7,0.875,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,treatment,0,1667831,0,0.72,0.72,0.6976427,0,0,1,0.9850774282259246
272357,694143,1491,1081,0.7250167672702883,43877,NA,"""8""",135204,"""Female""","""2002""",6443,"""Student""","""School""",6443,11276,31,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,treatment,0,1667831,0,0.81,0.83,0.90316767,0,0,1,0.997688472203948
272360,694143,1871,1435,0.7669695350080171,43877,NA,"""8""",135204,"""Male""","""2003""",6443,"""Student""","""School""",6443,11276,31,9,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,control,1,1667831,1,0.95,0.82,0.9540052,1,1,0,0.99834262784181
272363,694143,2155,1490,0.691415313225058,43877,NA,"""8""",135204,"""Male""","""2003""",6443,"""Student""","""School""",6443,11276,31,9,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,control,1,1667831,1,0.98,0.83,0.94574213,1,1,0,0.9988446501185108
272554,694202,2207,1043,0.4725872224739465,49501,112267,"""9""",223578,"""Female""","""2004""",6443,"""Student""","""School""",6443,11276,31,18,13,13,1,0.9482758620689656,0.09514129199999999,6,5,5,1,0.9722222222222222,0.44770604,2,2,2,1,control,1,2193638,1,0.76,0.8,0.90439415,1,1,0,0.9947908903348145
273466,694143,1590,1124,0.7069182389937106,43877,NA,"""8""",135204,"""Female""","""2003""",6443,"""Student""","""School""",6443,11276,31,9,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,treatment,1,1667831,1,0.96,0.89,0.956951,1,1,1,0.9995761866550614
274670,694202,733,426,0.5811732605729877,43367,84905,"""N/A""",94360,"""Male""","""1999""",6443,"""Student""","""School""",6443,11276,31,27,19,18,0.9473684210526316,0.950354609929078,-0.15563975,NA,NA,NA,NA,NA,NA,2,2,2,1,control,1,1769093,1,0.82,0.75,0.58533156,1,1,0,0.9963031765489663
275528,694165,1929,1191,0.6174183514774495,43367,84905,"""N/A""",94360,"""Uknown""","""1999""",6443,"""Student""","""School""",6443,11276,31,23,18,18,1,0.9603174603174603,0.32959631,NA,NA,NA,NA,NA,NA,2,2,0,1,treatment,1,1741291,1,0.97,0.88,0.94342524,1,1,1,0.9995324311668334
281171,754873,196,138,0.7040816326530612,47504,95164,"""10""",11436,"""Female""","""2002""",4986,"""Student""","""School""",4986,30259,22,23,23,23,1,1,-0.05527864,12,12,12,1,1,0,2,2,2,1,control,1,1865959,1,1,0.91,0.96762526,1,1,0,0.999753003037643
281882,694165,544,453,0.832720588235294,44378,87446,"""8""",61663,"""Male""","""2003""",5497,"""Student""","""School""",5497,10564,22,3,1,1,1,1,-0.36860490000000007,2,NA,NA,NA,1,NA,2,2,0,1,control,1,1788661,1,0.76,0.82,0.9130551,1,1,0,0.9963293393720094
281938,694165,1612,1339,0.8306451612903226,44378,87447,"""8""",61663,"""Female""","""2003""",5497,"""Student""","""School""",5497,10564,22,3,1,1,1,0.9545454545454546,0,2,NA,NA,NA,NA,NA,2,2,1,1,treatment,1,1788661,1,0.61,0.91,0.9032681,1,1,1,0.9986522130824914
281988,694165,1720,1396,0.8116279069767443,44378,87446,"""8""",61663,"""Male""","""2002""",5497,"""Student""","""School""",5497,10564,22,3,1,1,1,1,-0.36860490000000007,2,NA,NA,NA,1,NA,2,2,0,1,treatment,1,1788661,1,0.81,0.83,0.87616986,1,1,1,0.9978754368035434
282025,694165,506,411,0.8122529644268774,44378,87446,"""8""",61663,"""Male""","""2002""",5497,"""Student""","""School""",5497,10564,22,3,1,1,1,1,-0.36860490000000007,2,NA,NA,NA,1,NA,2,2,1,1,treatment,1,1788661,1,0.78,0.93,0.9278289,1,1,1,0.999564119657753
282149,694165,1564,1245,0.7960358056265984,44378,87446,"""8""",61663,"""Female""","""2003""",5497,"""Student""","""School""",5497,10564,22,3,1,1,1,1,1.0320936,2,NA,NA,NA,1,NA,2,2,2,1,control,1,1788661,1,0.76,0.85,0.8877214,1,1,0,0.9980753327557504
282164,694165,562,446,0.7935943060498221,44378,87447,"""8""",61663,"""Uknown""","""2003""",5497,"""Student""","""School""",5497,10564,22,3,1,1,1,0.9545454545454546,0,2,NA,NA,NA,NA,NA,2,2,0,1,treatment,1,1788661,1,0.81,0.91,0.92119944,1,1,1,0.9994613333899712
282198,694165,512,384,0.75,44378,87447,"""8""",61663,"""Male""","""2002""",5497,"""Student""","""School""",5497,10564,22,3,1,1,1,0.9545454545454546,0,2,NA,NA,NA,NA,NA,2,2,1,1,treatment,1,1788661,1,0.9,0.9,0.9158789,1,1,1,0.9995869452475877
283239,694165,244,190,0.7786885245901638,44378,87447,"""8""",61663,"""Uknown""","""2003""",5497,"""Student""","""School""",5497,10564,22,3,1,1,1,0.9545454545454546,0,2,NA,NA,NA,NA,NA,2,2,1,1,control,1,1788661,1,0.65,0.86,0.9083487,1,1,0,0.997099884833745
283278,694165,429,349,0.8135198135198134,44378,87447,"""8""",61663,"""Male""","""2003""",5497,"""Student""","""School""",5497,10564,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,treatment,1,1788661,1,0.76,0.81,0.874341,1,1,1,0.9960715324253987
283448,694165,1875,1434,0.7648,44378,87446,"""8""",61663,"""Female""","""2003""",5497,"""Student""","""School""",5497,10564,22,3,1,1,1,1,-0.36860490000000007,2,NA,NA,NA,1,NA,2,2,0,1,control,1,1788661,1,0.76,0.87,0.92070806,1,1,0,0.9985380115290385
283614,694165,2578,1686,0.6539953452288596,50134,101323,"""8""",68444,"""Male""","""2004""",5450,"""Student""","""School""",5450,11616,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,treatment,0,1992711,0,0.95,0.95,0.9600084,0,0,1,0.9998557209391251
283742,694197,897,717,0.7993311036789299,48712,98242,"""N/A""",435059,"""Female""","""2003""",4988,"""Student""","""School""",4988,396,22,4,2,2,1,0.7142857142857143,-0.73281592,NA,NA,NA,NA,NA,NA,2,2,1,1,treatment,1,1877204,1,0.76,0.66,0.9280835,1,1,1,0.9260167005637002
284154,694197,1264,793,0.627373417721519,50134,101323,"""8""",68444,"""Male""","""2003""",5450,"""Student""","""School""",5450,11616,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,treatment,0,1969524,0,0.61,0.6,0.5761527,0,0,1,0.8534960052275228
284744,694165,961,745,0.7752341311134235,43507,85238,"""10""",238140,"""Uknown""","""2000""",7294,"""Student""","""School""",7294,11806,22,14,14,14,1,0.9549549549549547,-0.07941936,NA,NA,NA,NA,NA,NA,2,2,0,1,treatment,1,1711439,1,0.98,0.95,0.9440363,1,1,1,0.9998814119985613
286206,694197,1099,772,0.7024567788898999,43055,84105,"""8""",275728,"""Female""","""2003""",8576,"""Student""","""School""",8576,11919,22,14,8,8,1,0.9098039215686274,0.075480916,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,treatment,0,1687639,0,0.81,0.78,0.9043648,0,0,1,0.9940419390793729
286811,694165,749,397,0.5300400534045394,43367,85012,"""N/A""",94360,"""Male""","""2000""",6443,"""Student""","""School""",6443,11276,31,23,17,17,1,0.9966777408637872,0.80654091000000006,NA,NA,NA,NA,NA,NA,2,2,0,1,treatment,1,1741291,1,0.95,0.83,0.8909451,1,1,1,0.998873658650376
288330,694197,1404,876,0.623931623931624,43055,84374,"""8""",275728,"""Male""","""2002""",8576,"""Student""","""School""",8576,11919,22,14,9,8,0.8888888888888888,0.7762237762237763,0.59285611,NA,NA,NA,NA,NA,NA,2,2,0,1,control,1,1687639,1,0.68,0.57,0.68707263,1,1,0,0.7663608752840029
288330,694203,1453,897,0.6173434273916035,43055,84374,"""8""",275728,"""Male""","""2002""",8576,"""Student""","""School""",8576,11919,22,14,9,8,0.8888888888888888,0.7829457364341085,0.56856376,NA,NA,NA,NA,NA,NA,2,2,0,1,control,1,1698533,1,0.66,0.64,0.6900878,1,1,0,0.9173198979257682
288353,694197,1229,672,0.5467860048820179,43055,84374,"""8""",275728,"""Female""","""2003""",8576,"""Student""","""School""",8576,11919,22,14,9,8,0.8888888888888888,0.7762237762237763,0.91633987,NA,NA,NA,NA,NA,NA,2,2,2,1,control,1,1687639,1,0.83,0.76,0.8957369,1,1,0,0.9923301266518332
288548,694197,1090,664,0.6091743119266056,43055,84374,"""8""",275728,"""Female""","""2003""",8576,"""Student""","""School""",8576,11919,22,14,7,4,0.5714285714285714,0.7762237762237763,0.11907405,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,control,0,1687639,0,0.64,0.62,0.46196777,0,0,0,0.9336780719465035
288766,694203,1499,862,0.5750500333555704,42320,82050,"""8""",274715,"""Male""","""1990""",12008,"""Student""","""School""",12008,30203,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,treatment,1,1767339,1,0.75,0.72,0.78920627,1,1,1,0.9828637101456101
288770,694203,1044,543,0.5201149425287356,42320,82050,"""8""",274715,"""Female""","""2003""",12008,"""Student""","""School""",12008,30203,22,1,1,1,1,1,-0.37796447,NA,NA,NA,NA,NA,NA,2,2,0,1,treatment,1,1767339,1,0.49,0.47,0.7617128,1,1,1,0.13415696538623964
289148,694143,961,562,0.5848074921956296,43399,84980,"""Freshmen""",349674,"""Uknown""","""2002""",6443,"""Student""","""School""",6443,11276,31,7,7,7,1,0.9523809523809524,0.48949328,3,3,3,1,1,0.70710677,2,2,2,1,control,1,1691779,1,0.9,0.8,0.9206673,1,1,0,0.9972213985959435
289148,694203,1000,571,0.571,43399,84980,"""Freshmen""",349674,"""Uknown""","""2002""",6443,"""Student""","""School""",6443,11276,31,17,7,7,1,0.9696969696969696,0.48949328,6,3,3,1,1,0.70710677,2,2,1,1,control,1,1698549,1,0.92,0.75,0.92948157,1,1,0,0.9933474836884217
290987,694165,2085,1292,0.6196642685851319,43367,85012,"""N/A""",94360,"""Male""","""2000""",6443,"""Student""","""School""",6443,11276,31,23,18,18,1,0.9966777408637872,-0.13243103,NA,NA,NA,NA,NA,NA,2,2,1,1,control,1,1741291,1,0.96,0.87,0.9382245,1,1,0,0.9994164087876121
291629,694143,1131,780,0.6896551724137931,43877,NA,"""8""",135204,"""Female""","""2003""",6443,"""Student""","""School""",6443,11276,31,9,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,control,1,1667831,1,0.97,0.85,0.9573013,1,1,0,0.9991385232099572
293364,694165,1455,957,0.6577319587628866,43055,84107,"""8""",275728,"""Female""","""2002""",8576,"""Student""","""School""",8576,11919,22,15,8,7,0.875,0.8765432098765432,-0.010151156,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,control,0,1715073,0,0.8,0.76,0.7134496,0,0,0,0.9949704573397098
293364,694197,1348,897,0.6654302670623146,43055,84107,"""8""",275728,"""Female""","""2002""",8576,"""Student""","""School""",8576,11919,22,14,8,7,0.875,0.8661417322834646,-0.018021298999999998,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,control,0,1687639,0,0.85,0.81,0.7363207,0,0,0,0.998351177110749
293382,694165,1427,1212,0.8493342676944639,43055,84105,"""8""",275728,"""Uknown""","""2002""",8576,"""Student""","""School""",8576,11919,22,15,12,12,1,0.9304347826086956,-0.2042892,NA,NA,NA,NA,NA,NA,2,2,1,1,control,1,1715073,1,0.93,0.88,0.9686036,1,1,0,0.9993853533211947
293382,694197,1340,1141,0.851492537313433,43055,84105,"""8""",275728,"""Uknown""","""2002""",8576,"""Student""","""School""",8576,11919,22,14,9,9,1,0.9098039215686274,-0.18800083,NA,NA,NA,NA,NA,NA,2,2,2,1,treatment,1,1687639,1,0.99,0.98,0.9413074,1,1,1,0.99993653982035835
293386,694197,2272,1421,0.6254401408450704,43055,84374,"""8""",275728,"""Male""","""2003""",8576,"""Student""","""School""",8576,11919,22,14,9,6,0.6666666666666666,0.7762237762237763,0.11039165,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,treatment,0,1687639,0,0.68,0.6,0.5239626,0,0,1,0.9060746230760404
293386,694202,2137,1345,0.6293869911090314,43055,84374,"""8""",275728,"""Male""","""2003""",8576,"""Student""","""School""",8576,11919,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,treatment,0,1656628,0,0.72,0.66,0.73301804,0,0,1,0.9499309220974304
293501,694197,1462,1097,0.7503419972640218,43055,84105,"""8""",275728,"""Male""","""2003""",8576,"""Student""","""School""",8576,11919,22,14,8,8,1,0.9098039215686274,-1.4208026e-5,NA,NA,NA,NA,NA,NA,2,2,1,1,control,1,1687639,1,0.99,0.93,0.9372813,1,1,0,0.999838507489699
293504,694197,1564,1124,0.7186700767263428,43055,84105,"""8""",275728,"""Female""","""2003""",8576,"""Student""","""School""",8576,11919,22,14,9,8,0.8888888888888888,0.9098039215686274,-0.032082174,NA,NA,NA,NA,NA,NA,2,2,0,1,treatment,1,1687639,1,0.92,0.94,0.5995303,1,1,1,0.9999347232015183
293527,694165,2593,2023,0.7801774006941766,43055,84105,"""8""",275728,"""Male""","""2002""",8576,"""Student""","""School""",8576,11919,22,15,12,11,0.9166666666666666,0.9304347826086956,-0.2732172,NA,NA,NA,NA,NA,NA,2,2,0,1,control,1,1715073,1,0.91,0.86,0.9650137,1,1,0,0.9990219591582501
293527,694197,2513,1959,0.7795463589335454,43055,84105,"""8""",275728,"""Male""","""2002""",8576,"""Student""","""School""",8576,11919,22,14,9,8,0.8888888888888888,0.9098039215686274,-0.11148761,NA,NA,NA,NA,NA,NA,2,2,1,1,treatment,1,1687639,1,0.94,0.8,0.95246136,1,1,1,0.9974732546056724
293550,694197,1828,1157,0.6329321663019694,43055,84374,"""8""",275728,"""Male""","""2002""",8576,"""Student""","""School""",8576,11919,22,14,8,7,0.875,0.7762237762237763,0.14043093,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,control,0,1687639,0,0.76,0.6,0.5620697,0,0,0,0.9266910946492506
293635,694197,737,464,0.6295793758480326,43055,84105,"""8""",275728,"""Male""","""2002""",8576,"""Student""","""School""",8576,11919,22,14,9,8,0.8888888888888888,0.9098039215686274,0.19799046,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,treatment,0,1687639,0,0.82,0.68,0.8941492,0,0,1,0.964573409864515
293649,694197,606,342,0.5643564356435643,43055,84374,"""8""",275728,"""Male""","""2002""",8576,"""Student""","""School""",8576,11919,22,14,8,1,0.125,0.7762237762237763,-0.60879868,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,control,0,1687639,0,0.54,0.39,0.6021205,0,0,0,0.06683891038379991
293658,694165,1146,776,0.6771378708551483,43055,84105,"""8""",275728,"""Female""","""2002""",8576,"""Student""","""School""",8576,11919,22,15,12,12,1,0.9304347826086956,0.72083318,NA,NA,NA,NA,NA,NA,2,2,0,1,treatment,1,1715073,1,0.81,0.84,0.95182025,1,1,1,0.997772291645032
